序号,功能码,地址,名字,数据类型,倍率,偏移,单位
47.0,3,0x6001,DSP版本2,INT16,1.0,0.0,
48.0,3,0x6002,DSP版本3,INT16,1.0,0.0,
49.0,3,0x6003,CPLD版本1,INT16,1.0,0.0,
50.0,3,0x6004,CPLD版本2,INT16,1.0,0.0,
51.0,3,0x6005,CPLD版本3,INT16,1.0,0.0,
52.0,3,0x6010,直流历史充电量高位,UINT16,1.0,0.0,
53.0,3,0x6011,直流历史充电量低位,UINT16,1.0,0.0,
54.0,3,0x6012,直流日充电量高位,UINT16,1.0,0.0,
55.0,3,0x6013,直流日充电量低位,UINT16,1.0,0.0,
56.0,3,0x6014,直流历史放电量高位,UINT16,1.0,0.0,
57.0,3,0x6015,直流历史放电量低位,UINT16,1.0,0.0,
58.0,3,0x6016,直流日放电量高位,UINT16,1.0,0.0,
59.0,3,0x6017,直流日放电量低位,UINT16,1.0,0.0,
60.0,3,0x6018,交流历史充电量高位,UINT16,1.0,0.0,
61.0,3,0x6019,交流历史充电量低位,UINT16,1.0,0.0,
62.0,3,0x601A,交流日充电量高位,UINT16,1.0,0.0,
63.0,3,0x601B,交流日充电量低位,UINT16,1.0,0.0,
64.0,3,0x601C,交流历史放电量高位,UINT16,1.0,0.0,
65.0,3,0x601D,交流历史放电量低位,UINT16,1.0,0.0,
66.0,3,0x601E,交流日放电量高位,UINT16,1.0,0.0,
67.0,3,0x601F,交流日放电量低位,UINT16,1.0,0.0,
68.0,3,0x6020,输出AB线电压,INT16,10.0,0.0,V
69.0,3,0x6021,输出BC线电压,INT16,10.0,0.0,V
70.0,3,0x6022,输出CA线电压,INT16,10.0,0.0,V
71.0,3,0x6023,输出A相电压,INT16,10.0,0.0,V
72.0,3,0x6024,输出B相电压,INT16,10.0,0.0,V
73.0,3,0x6025,输出C相电压,INT16,10.0,0.0,V
74.0,3,0x6026,输出A相电流,INT16,10.0,0.0,A
75.0,3,0x6027,输出B相电流,INT16,10.0,0.0,A
76.0,3,0x6028,输出C相电流,INT16,10.0,0.0,A
77.0,3,0x6029,电感A相电流,INT16,10.0,0.0,A
78.0,3,0x602A,电感B相电流,INT16,10.0,0.0,A
79.0,3,0x602B,电感C相电流,INT16,10.0,0.0,A
80.0,3,0x602C,电网频率,INT16,100.0,0.0,Hz
81.0,3,0x602D,当前电网相序,INT16,10.0,0.0,
82.0,3,0x6030,交流A相有功功率,INT16,10.0,0.0,kW
83.0,3,0x6031,交流B相有功功率,INT16,10.0,0.0,kW
84.0,3,0x6032,交流C相有功功率,INT16,10.0,0.0,kW
85.0,3,0x6033,交流A相视在功率,INT16,10.0,0.0,kW
86.0,3,0x6034,交流B相视在功率,INT16,10.0,0.0,kW
87.0,3,0x6035,交流C相视在功率,INT16,10.0,0.0,kW
88.0,3,0x6036,交流A相无功功率,INT16,10.0,0.0,kW
89.0,3,0x6037,交流B相无功功率,INT16,10.0,0.0,kW
90.0,3,0x6038,交流C相无功功率,INT16,10.0,0.0,kW
91.0,3,0x6039,交流输出总有功功率,INT16,10.0,0.0,kW
92.0,3,0x603A,交流输出总无功功率,INT16,10.0,0.0,kW
93.0,3,0x603B,交流输出总视在功率,INT16,10.0,0.0,kW
94.0,3,0x603C,交流功率因数,INT16,10.0,0.0,
95.0,3,0x6050,总母线电压,INT16,10.0,0.0,V
96.0,3,0x6051,正母线电压,INT16,10.0,0.0,V
97.0,3,0x6052,负母线电压,INT16,10.0,0.0,V
98.0,3,0x6053,电池电压,INT16,10.0,0.0,V
99.0,3,0x6054,电池电流,INT16,10.0,0.0,A
100.0,3,0x6055,直流功率,INT16,10.0,0.0,kW
101.0,3,0x6056,直流总电流,INT16,10.0,0.0,A
102.0,3,0x6057,工作状态,INT16,1.0,0.0,
103.0,3,0x6058,IGBT温度,INT16,10.0,0.0,℃
104.0,3,0x6059,环境温度,INT16,10.0,0.0,℃
105.0,3,0x605A,电感温度,INT16,10.0,0.0,℃
106.0,3,0x605B,当前实际充放电工作模式,UINT16,1.0,0.0,
,na,0,EPO故障标志,2,,,
,na,1,IGBTOCP标志,2,,,
,na,2,母线硬件过压标志,2,,,
,na,3,功率模块逐波限流标志,2,,,
,na,4,平衡模块硬件过流标志,2,,,
,na,5,保留位0X1700.5,2,,,
,na,6,保留位0X1700.6,2,,,
,na,7,保留位0X1700.7,2,,,
,na,8,保留位0X1700.8,2,,,
,na,9,保留位0X1700.9,2,,,
,na,10,保留位0X1700.10,2,,,
,na,11,保留位0X1700.11,2,,,
,na,12,保留位0X1700.12,2,,,
,na,13,保留位0X1700.13,2,,,
,na,14,保留位0X1700.14,2,,,
,na,15,保留位0X1700.15,2,,,
,na,0,24V电源故障标志,2,,,
,na,1,风扇故障标志,2,,,
,na,2,连接故障标志,2,,,
,na,3,防雷器故障,2,,,
,na,4,保留位0X1701.4,2,,,
,na,5,保留位0X1701.5,2,,,
,na,6,防雷器故障,2,,,
,na,7,保留位0X1701.7,2,,,
,na,8,功率模块过温标志,2,,,
,na,9,保留位0X1701.8,2,,,
,na,10,15V辅源故障标志,2,,,
,na,11,系统火警故障标志,2,,,
,na,12,电池干接点故障标志,2,,,
,na,13,过载故障标志,2,,,
,na,14,保留位0X1701.14,2,,,
,na,15,保留位0X1701.15,2,,,
,na,0,A相过压故障标志,2,,,
,na,1,B相过压故障标志,2,,,
,na,2,C相过压故障标志,2,,,
,na,3,A相欠压故障标志,2,,,
,na,4,B相欠压故障标志,2,,,
,na,5,C相欠压故障标志,2,,,
,na,6,电网过频,2,,,
,na,7,电网欠频,2,,,
,na,8,电网相序错误,2,,,
,na,9,A相软件过流,2,,,
,na,10,B相软件过流,2,,,
,na,11,C相软件过流,2,,,
,na,12,电网电压不平衡,2,,,
,na,13,电网电流不平衡,2,,,
,na,14,电网缺相,2,,,
,na,15,N线过流,2,,,
,na,0,预充母线过压,2,,,
,na,1,预充母线欠压,2,,,
,na,2,不控整流母线过压,2,,,
,na,3,不控整流母线欠压,2,,,
,na,4,运行母线过压,2,,,
,na,5,运行母线欠压,2,,,
,na,6,正负母线不平衡,2,,,
,na,7,电池欠压,2,,,
,na,8,电流模式母线欠压,2,,,
,na,9,电池过压,2,,,
,na,10,直流预充电过流,2,,,
,na,11,直流过流,2,,,
,na,12,平衡模块软件过流,2,,,
,na,13,保留位0X1703.13,2,,,
,na,14,保留位0X1703.14,2,,,
,na,15,电池反接,2,,,
,na,0,预充电超时,2,,,
,na,1,预充电A相过流,2,,,
,na,2,预充电B相过流,2,,,
,na,3,预充电C相过流,2,,,
,na,4,保留位0X1704.4,2,,,
,na,5,保留位0X1704.5,2,,,
,na,6,保留位0X1704.6,2,,,
,na,7,保留位0X1704.7,2,,,
,na,8,保留位0X1704.8,2,,,
,na,9,保留位0X1704.9,2,,,
,na,10,保留位0X1704.10,2,,,
,na,11,保留位0X1704.11,2,,,
,na,12,保留位0X1704.12,2,,,
,na,13,保留位0X1704.13,2,,,
,na,14,保留位0X1704.14,2,,,
,na,15,保留位0X1704.15,2,,,
,na,0,保留位0X1705.1,2,,,
,na,1,保留位0X1705.2,2,,,
,na,2,AD采样零漂故障,2,,,
,na,3,保留位0X1705.3,2,,,
,na,4,保留位0X1705.4,2,,,
,na,5,保留位0X1705.5,2,,,
,na,6,保留位0X1705.6,2,,,
,na,7,保留位0X1705.7,2,,,
,na,8,保留位0X1705.8,2,,,
,na,9,保留位0X1705.9,2,,,
,na,10,保留位0X1705.10,2,,,
,na,11,BMS电池系统故障,2,,,
,na,12,STS通信故障,2,,,
,na,13,BMS通讯故障,2,,,
,na,14,从模块CAN通信故障,2,,,
,na,15,EMS通信故障,2,,,
,na,0,预充电继电器闭合失败,2,,,
,na,1,预充电继电器断开失败,2,,,
,na,2,预充电继电器闭合状态错误,2,,,
,na,3,预充电继电器断开状态错误,2,,,
,na,4,主继电器闭合失败,2,,,
,na,5,主继电器断开失败,2,,,
,na,6,主继电器闭合状态错误,2,,,
,na,7,主继电器断开状态错误,2,,,
,na,8,交流主继电器粘连故障,2,,,
,na,9,直流继电器开路故障,2,,,
,na,10,保留位0X1706.10,2,,,
,na,11,保留位0X1706.11,2,,,
,na,12,保留位0X1706.12,2,,,
,na,13,保留位0X1706.13,2,,,
,na,14,保留位0X1706.14,2,,,
,na,15,保留位0X1706.15,2,,,
,na,0,逆变电压A相过压故障标志,2,,,
,na,1,逆变电压B相过压故障标志,2,,,
,na,2,逆变电压C相过压故障标志,2,,,
,na,3,电网孤岛故障标志,2,,,
,na,4,保留位0X1707.5,2,,,
,na,5,系统谐振故障标志,2,,,
,na,6,软件过压过流标志,2,,,
,na,7,保留位0X1707.7,2,,,
,na,8,高电压穿越超时故障标志,2,,,
,na,9,逆变电压A相欠压故障标志,2,,,
,na,10,逆变电压B相欠压故障标志,2,,,
,na,11,逆变电压C相欠压故障标志,2,,,
,na,12,离网无同步信号故障标志,2,,,
,na,13,保留位0X1707.13,2,,,
,na,14,离网短路故障标志,2,,,
,na,15,低电压穿越超时故障标志,2,,,
