序号,功能码,地址,名字,数据类型,倍率,偏移,单位
1309.0,4,1766,簇1单体SOC176,UINT,1.0,0.0,%
1310.0,4,1767,簇1单体SOC177,UINT,1.0,0.0,%
1311.0,4,1768,簇1单体SOC178,UINT,1.0,0.0,%
1312.0,4,1769,簇1单体SOC179,UINT,1.0,0.0,%
1313.0,4,1770,簇1单体SOC180,UINT,1.0,0.0,%
1314.0,4,1771,簇1单体SOC181,UINT,1.0,0.0,%
1315.0,4,1772,簇1单体SOC182,UINT,1.0,0.0,%
1316.0,4,1773,簇1单体SOC183,UINT,1.0,0.0,%
1317.0,4,1774,簇1单体SOC184,UINT,1.0,0.0,%
1318.0,4,1775,簇1单体SOC185,UINT,1.0,0.0,%
1319.0,4,1776,簇1单体SOC186,UINT,1.0,0.0,%
1320.0,4,1777,簇1单体SOC187,UINT,1.0,0.0,%
1321.0,4,1778,簇1单体SOC188,UINT,1.0,0.0,%
1322.0,4,1779,簇1单体SOC189,UINT,1.0,0.0,%
1323.0,4,1780,簇1单体SOC190,UINT,1.0,0.0,%
1324.0,4,1781,簇1单体SOC191,UINT,1.0,0.0,%
1325.0,4,1782,簇1单体SOC192,UINT,1.0,0.0,%
1326.0,4,1783,簇1单体SOC193,UINT,1.0,0.0,%
1327.0,4,1784,簇1单体SOC194,UINT,1.0,0.0,%
1328.0,4,1785,簇1单体SOC195,UINT,1.0,0.0,%
1329.0,4,1786,簇1单体SOC196,UINT,1.0,0.0,%
1330.0,4,1787,簇1单体SOC197,UINT,1.0,0.0,%
1331.0,4,1788,簇1单体SOC198,UINT,1.0,0.0,%
1332.0,4,1789,簇1单体SOC199,UINT,1.0,0.0,%
1333.0,4,1790,簇1单体SOC200,UINT,1.0,0.0,%
1334.0,4,1791,簇1单体SOC201,UINT,1.0,0.0,%
1335.0,4,1792,簇1单体SOC202,UINT,1.0,0.0,%
1336.0,4,1793,簇1单体SOC203,UINT,1.0,0.0,%
1337.0,4,1794,簇1单体SOC204,UINT,1.0,0.0,%
1338.0,4,1795,簇1单体SOC205,UINT,1.0,0.0,%
1339.0,4,1796,簇1单体SOC206,UINT,1.0,0.0,%
1340.0,4,1797,簇1单体SOC207,UINT,1.0,0.0,%
1341.0,4,1798,簇1单体SOC208,UINT,1.0,0.0,%
1342.0,4,1799,簇1单体SOC209,UINT,1.0,0.0,%
1343.0,4,1800,簇1单体SOC210,UINT,1.0,0.0,%
1344.0,4,1801,簇1单体SOC211,UINT,1.0,0.0,%
1345.0,4,1802,簇1单体SOC212,UINT,1.0,0.0,%
1346.0,4,1803,簇1单体SOC213,UINT,1.0,0.0,%
1347.0,4,1804,簇1单体SOC214,UINT,1.0,0.0,%
1348.0,4,1805,簇1单体SOC215,UINT,1.0,0.0,%
1349.0,4,1806,簇1单体SOC216,UINT,1.0,0.0,%
1350.0,4,1807,簇1单体SOC217,UINT,1.0,0.0,%
1351.0,4,1808,簇1单体SOC218,UINT,1.0,0.0,%
1352.0,4,1809,簇1单体SOC219,UINT,1.0,0.0,%
1353.0,4,1810,簇1单体SOC220,UINT,1.0,0.0,%
1354.0,4,1811,簇1单体SOC221,UINT,1.0,0.0,%
1355.0,4,1812,簇1单体SOC222,UINT,1.0,0.0,%
1356.0,4,1813,簇1单体SOC223,UINT,1.0,0.0,%
1357.0,4,1814,簇1单体SOC224,UINT,1.0,0.0,%
1358.0,4,1815,簇1单体SOC225,UINT,1.0,0.0,%
1359.0,4,1816,簇1单体SOC226,UINT,1.0,0.0,%
1360.0,4,1817,簇1单体SOC227,UINT,1.0,0.0,%
1361.0,4,1818,簇1单体SOC228,UINT,1.0,0.0,%
1362.0,4,1819,簇1单体SOC229,UINT,1.0,0.0,%
1363.0,4,1820,簇1单体SOC230,UINT,1.0,0.0,%
1364.0,4,1821,簇1单体SOC231,UINT,1.0,0.0,%
1365.0,4,1822,簇1单体SOC232,UINT,1.0,0.0,%
1366.0,4,1823,簇1单体SOC233,UINT,1.0,0.0,%
1367.0,4,1824,簇1单体SOC234,UINT,1.0,0.0,%
1368.0,4,1825,簇1单体SOC235,UINT,1.0,0.0,%
1369.0,4,1826,簇1单体SOC236,UINT,1.0,0.0,%
1370.0,4,1827,簇1单体SOC237,UINT,1.0,0.0,%
1371.0,4,1828,簇1单体SOC238,UINT,1.0,0.0,%
1372.0,4,1829,簇1单体SOC239,UINT,1.0,0.0,%
1373.0,4,1830,簇1单体SOC240,UINT,1.0,0.0,%
1374.0,4,2291,簇1单体SOH001,UINT,1.0,0.0,%
1375.0,4,2292,簇1单体SOH002,UINT,1.0,0.0,%
1376.0,4,2293,簇1单体SOH003,UINT,1.0,0.0,%
1377.0,4,2294,簇1单体SOH004,UINT,1.0,0.0,%
1378.0,4,2295,簇1单体SOH005,UINT,1.0,0.0,%
1379.0,4,2296,簇1单体SOH006,UINT,1.0,0.0,%
1380.0,4,2297,簇1单体SOH007,UINT,1.0,0.0,%
1381.0,4,2298,簇1单体SOH008,UINT,1.0,0.0,%
1382.0,4,2299,簇1单体SOH009,UINT,1.0,0.0,%
1383.0,4,2300,簇1单体SOH010,UINT,1.0,0.0,%
1384.0,4,2301,簇1单体SOH011,UINT,1.0,0.0,%
1385.0,4,2302,簇1单体SOH012,UINT,1.0,0.0,%
1386.0,4,2303,簇1单体SOH013,UINT,1.0,0.0,%
1387.0,4,2304,簇1单体SOH014,UINT,1.0,0.0,%
1388.0,4,2305,簇1单体SOH015,UINT,1.0,0.0,%
1389.0,4,2306,簇1单体SOH016,UINT,1.0,0.0,%
1390.0,4,2307,簇1单体SOH017,UINT,1.0,0.0,%
1391.0,4,2308,簇1单体SOH018,UINT,1.0,0.0,%
1392.0,4,2309,簇1单体SOH019,UINT,1.0,0.0,%
1393.0,4,2310,簇1单体SOH020,UINT,1.0,0.0,%
1394.0,4,2311,簇1单体SOH021,UINT,1.0,0.0,%
1395.0,4,2312,簇1单体SOH022,UINT,1.0,0.0,%
1396.0,4,2313,簇1单体SOH023,UINT,1.0,0.0,%
1397.0,4,2314,簇1单体SOH024,UINT,1.0,0.0,%
1398.0,4,2315,簇1单体SOH025,UINT,1.0,0.0,%
1399.0,4,2316,簇1单体SOH026,UINT,1.0,0.0,%
1400.0,4,2317,簇1单体SOH027,UINT,1.0,0.0,%
1401.0,4,2318,簇1单体SOH028,UINT,1.0,0.0,%
1402.0,4,2319,簇1单体SOH029,UINT,1.0,0.0,%
1403.0,4,2320,簇1单体SOH030,UINT,1.0,0.0,%
1404.0,4,2321,簇1单体SOH031,UINT,1.0,0.0,%
1405.0,4,2322,簇1单体SOH032,UINT,1.0,0.0,%
1406.0,4,2323,簇1单体SOH033,UINT,1.0,0.0,%
1407.0,4,2324,簇1单体SOH034,UINT,1.0,0.0,%
1408.0,4,2325,簇1单体SOH035,UINT,1.0,0.0,%
1409.0,4,2326,簇1单体SOH036,UINT,1.0,0.0,%
1410.0,4,2327,簇1单体SOH037,UINT,1.0,0.0,%
1411.0,4,2328,簇1单体SOH038,UINT,1.0,0.0,%
1412.0,4,2329,簇1单体SOH039,UINT,1.0,0.0,%
1413.0,4,2330,簇1单体SOH040,UINT,1.0,0.0,%
1414.0,4,2331,簇1单体SOH041,UINT,1.0,0.0,%
1415.0,4,2332,簇1单体SOH042,UINT,1.0,0.0,%
1416.0,4,2333,簇1单体SOH043,UINT,1.0,0.0,%
1417.0,4,2334,簇1单体SOH044,UINT,1.0,0.0,%
1418.0,4,2335,簇1单体SOH045,UINT,1.0,0.0,%
1419.0,4,2336,簇1单体SOH046,UINT,1.0,0.0,%
1420.0,4,2337,簇1单体SOH047,UINT,1.0,0.0,%
1421.0,4,2338,簇1单体SOH048,UINT,1.0,0.0,%
1422.0,4,2339,簇1单体SOH049,UINT,1.0,0.0,%
1423.0,4,2340,簇1单体SOH050,UINT,1.0,0.0,%
1424.0,4,2341,簇1单体SOH051,UINT,1.0,0.0,%
1425.0,4,2342,簇1单体SOH052,UINT,1.0,0.0,%
1426.0,4,2343,簇1单体SOH053,UINT,1.0,0.0,%
1427.0,4,2344,簇1单体SOH054,UINT,1.0,0.0,%
1428.0,4,2345,簇1单体SOH055,UINT,1.0,0.0,%
1429.0,4,2346,簇1单体SOH056,UINT,1.0,0.0,%
1430.0,4,2347,簇1单体SOH057,UINT,1.0,0.0,%
1431.0,4,2348,簇1单体SOH058,UINT,1.0,0.0,%
1432.0,4,2349,簇1单体SOH059,UINT,1.0,0.0,%
1433.0,4,2350,簇1单体SOH060,UINT,1.0,0.0,%
1434.0,4,2351,簇1单体SOH061,UINT,1.0,0.0,%
1435.0,4,2352,簇1单体SOH062,UINT,1.0,0.0,%
1436.0,4,2353,簇1单体SOH063,UINT,1.0,0.0,%
1437.0,4,2354,簇1单体SOH064,UINT,1.0,0.0,%
1438.0,4,2355,簇1单体SOH065,UINT,1.0,0.0,%
1439.0,4,2356,簇1单体SOH066,UINT,1.0,0.0,%
1440.0,4,2357,簇1单体SOH067,UINT,1.0,0.0,%
1441.0,4,2358,簇1单体SOH068,UINT,1.0,0.0,%
1442.0,4,2359,簇1单体SOH069,UINT,1.0,0.0,%
1443.0,4,2360,簇1单体SOH070,UINT,1.0,0.0,%
1444.0,4,2361,簇1单体SOH071,UINT,1.0,0.0,%
1445.0,4,2362,簇1单体SOH072,UINT,1.0,0.0,%
1446.0,4,2363,簇1单体SOH073,UINT,1.0,0.0,%
1447.0,4,2364,簇1单体SOH074,UINT,1.0,0.0,%
1448.0,4,2365,簇1单体SOH075,UINT,1.0,0.0,%
1449.0,4,2366,簇1单体SOH076,UINT,1.0,0.0,%
1450.0,4,2367,簇1单体SOH077,UINT,1.0,0.0,%
1451.0,4,2368,簇1单体SOH078,UINT,1.0,0.0,%
1452.0,4,2369,簇1单体SOH079,UINT,1.0,0.0,%
1453.0,4,2370,簇1单体SOH080,UINT,1.0,0.0,%
1454.0,4,2371,簇1单体SOH081,UINT,1.0,0.0,%
1455.0,4,2372,簇1单体SOH082,UINT,1.0,0.0,%
1456.0,4,2373,簇1单体SOH083,UINT,1.0,0.0,%
1457.0,4,2374,簇1单体SOH084,UINT,1.0,0.0,%
1458.0,4,2375,簇1单体SOH085,UINT,1.0,0.0,%
1459.0,4,2376,簇1单体SOH086,UINT,1.0,0.0,%
1460.0,4,2377,簇1单体SOH087,UINT,1.0,0.0,%
1461.0,4,2378,簇1单体SOH088,UINT,1.0,0.0,%
1462.0,4,2379,簇1单体SOH089,UINT,1.0,0.0,%
1463.0,4,2380,簇1单体SOH090,UINT,1.0,0.0,%
1464.0,4,2381,簇1单体SOH091,UINT,1.0,0.0,%
1465.0,4,2382,簇1单体SOH092,UINT,1.0,0.0,%
1466.0,4,2383,簇1单体SOH093,UINT,1.0,0.0,%
1467.0,4,2384,簇1单体SOH094,UINT,1.0,0.0,%
1468.0,4,2385,簇1单体SOH095,UINT,1.0,0.0,%
1469.0,4,2386,簇1单体SOH096,UINT,1.0,0.0,%
1470.0,4,2387,簇1单体SOH097,UINT,1.0,0.0,%
1471.0,4,2388,簇1单体SOH098,UINT,1.0,0.0,%
1472.0,4,2389,簇1单体SOH099,UINT,1.0,0.0,%
1473.0,4,2390,簇1单体SOH100,UINT,1.0,0.0,%
1474.0,4,2391,簇1单体SOH101,UINT,1.0,0.0,%
1475.0,4,2392,簇1单体SOH102,UINT,1.0,0.0,%
1476.0,4,2393,簇1单体SOH103,UINT,1.0,0.0,%
1477.0,4,2394,簇1单体SOH104,UINT,1.0,0.0,%
1478.0,4,2395,簇1单体SOH105,UINT,1.0,0.0,%
1479.0,4,2396,簇1单体SOH106,UINT,1.0,0.0,%
1480.0,4,2397,簇1单体SOH107,UINT,1.0,0.0,%
1481.0,4,2398,簇1单体SOH108,UINT,1.0,0.0,%
1482.0,4,2399,簇1单体SOH109,UINT,1.0,0.0,%
1483.0,4,2400,簇1单体SOH110,UINT,1.0,0.0,%
1484.0,4,2401,簇1单体SOH111,UINT,1.0,0.0,%
1485.0,4,2402,簇1单体SOH112,UINT,1.0,0.0,%
1486.0,4,2403,簇1单体SOH113,UINT,1.0,0.0,%
1487.0,4,2404,簇1单体SOH114,UINT,1.0,0.0,%
1488.0,4,2405,簇1单体SOH115,UINT,1.0,0.0,%
1489.0,4,2406,簇1单体SOH116,UINT,1.0,0.0,%
1490.0,4,2407,簇1单体SOH117,UINT,1.0,0.0,%
1491.0,4,2408,簇1单体SOH118,UINT,1.0,0.0,%
1492.0,4,2409,簇1单体SOH119,UINT,1.0,0.0,%
1493.0,4,2410,簇1单体SOH120,UINT,1.0,0.0,%
1494.0,4,2411,簇1单体SOH121,UINT,1.0,0.0,%
1495.0,4,2412,簇1单体SOH122,UINT,1.0,0.0,%
1496.0,4,2413,簇1单体SOH123,UINT,1.0,0.0,%
1497.0,4,2414,簇1单体SOH124,UINT,1.0,0.0,%
1498.0,4,2415,簇1单体SOH125,UINT,1.0,0.0,%
1499.0,4,2416,簇1单体SOH126,UINT,1.0,0.0,%
1500.0,4,2417,簇1单体SOH127,UINT,1.0,0.0,%
1501.0,4,2418,簇1单体SOH128,UINT,1.0,0.0,%
1502.0,4,2419,簇1单体SOH129,UINT,1.0,0.0,%
1503.0,4,2420,簇1单体SOH130,UINT,1.0,0.0,%
1504.0,4,2421,簇1单体SOH131,UINT,1.0,0.0,%
1505.0,4,2422,簇1单体SOH132,UINT,1.0,0.0,%
1506.0,4,2423,簇1单体SOH133,UINT,1.0,0.0,%
1507.0,4,2424,簇1单体SOH134,UINT,1.0,0.0,%
1508.0,4,2425,簇1单体SOH135,UINT,1.0,0.0,%
1509.0,4,2426,簇1单体SOH136,UINT,1.0,0.0,%
1510.0,4,2427,簇1单体SOH137,UINT,1.0,0.0,%
1511.0,4,2428,簇1单体SOH138,UINT,1.0,0.0,%
1512.0,4,2429,簇1单体SOH139,UINT,1.0,0.0,%
1513.0,4,2430,簇1单体SOH140,UINT,1.0,0.0,%
1514.0,4,2431,簇1单体SOH141,UINT,1.0,0.0,%
1515.0,4,2432,簇1单体SOH142,UINT,1.0,0.0,%
1516.0,4,2433,簇1单体SOH143,UINT,1.0,0.0,%
1517.0,4,2434,簇1单体SOH144,UINT,1.0,0.0,%
1518.0,4,2435,簇1单体SOH145,UINT,1.0,0.0,%
1519.0,4,2436,簇1单体SOH146,UINT,1.0,0.0,%
1520.0,4,2437,簇1单体SOH147,UINT,1.0,0.0,%
1521.0,4,2438,簇1单体SOH148,UINT,1.0,0.0,%
1522.0,4,2439,簇1单体SOH149,UINT,1.0,0.0,%
1523.0,4,2440,簇1单体SOH150,UINT,1.0,0.0,%
1524.0,4,2441,簇1单体SOH151,UINT,1.0,0.0,%
1525.0,4,2442,簇1单体SOH152,UINT,1.0,0.0,%
1526.0,4,2443,簇1单体SOH153,UINT,1.0,0.0,%
1527.0,4,2444,簇1单体SOH154,UINT,1.0,0.0,%
1528.0,4,2445,簇1单体SOH155,UINT,1.0,0.0,%
1529.0,4,2446,簇1单体SOH156,UINT,1.0,0.0,%
1530.0,4,2447,簇1单体SOH157,UINT,1.0,0.0,%
1531.0,4,2448,簇1单体SOH158,UINT,1.0,0.0,%
1532.0,4,2449,簇1单体SOH159,UINT,1.0,0.0,%
1533.0,4,2450,簇1单体SOH160,UINT,1.0,0.0,%
1534.0,4,2451,簇1单体SOH161,UINT,1.0,0.0,%
1535.0,4,2452,簇1单体SOH162,UINT,1.0,0.0,%
1536.0,4,2453,簇1单体SOH163,UINT,1.0,0.0,%
1537.0,4,2454,簇1单体SOH164,UINT,1.0,0.0,%
1538.0,4,2455,簇1单体SOH165,UINT,1.0,0.0,%
1539.0,4,2456,簇1单体SOH166,UINT,1.0,0.0,%
1540.0,4,2457,簇1单体SOH167,UINT,1.0,0.0,%
1541.0,4,2458,簇1单体SOH168,UINT,1.0,0.0,%
1542.0,4,2459,簇1单体SOH169,UINT,1.0,0.0,%
1543.0,4,2460,簇1单体SOH170,UINT,1.0,0.0,%
1544.0,4,2461,簇1单体SOH171,UINT,1.0,0.0,%
1545.0,4,2462,簇1单体SOH172,UINT,1.0,0.0,%
1546.0,4,2463,簇1单体SOH173,UINT,1.0,0.0,%
1547.0,4,2464,簇1单体SOH174,UINT,1.0,0.0,%
1548.0,4,2465,簇1单体SOH175,UINT,1.0,0.0,%
1549.0,4,2466,簇1单体SOH176,UINT,1.0,0.0,%
1550.0,4,2467,簇1单体SOH177,UINT,1.0,0.0,%
1551.0,4,2468,簇1单体SOH178,UINT,1.0,0.0,%
1552.0,4,2469,簇1单体SOH179,UINT,1.0,0.0,%
1553.0,4,2470,簇1单体SOH180,UINT,1.0,0.0,%
1554.0,4,2471,簇1单体SOH181,UINT,1.0,0.0,%
1555.0,4,2472,簇1单体SOH182,UINT,1.0,0.0,%
1556.0,4,2473,簇1单体SOH183,UINT,1.0,0.0,%
1557.0,4,2474,簇1单体SOH184,UINT,1.0,0.0,%
1558.0,4,2475,簇1单体SOH185,UINT,1.0,0.0,%
1559.0,4,2476,簇1单体SOH186,UINT,1.0,0.0,%
1560.0,4,2477,簇1单体SOH187,UINT,1.0,0.0,%
1561.0,4,2478,簇1单体SOH188,UINT,1.0,0.0,%
1562.0,4,2479,簇1单体SOH189,UINT,1.0,0.0,%
1563.0,4,2480,簇1单体SOH190,UINT,1.0,0.0,%
1564.0,4,2481,簇1单体SOH191,UINT,1.0,0.0,%
1565.0,4,2482,簇1单体SOH192,UINT,1.0,0.0,%
1566.0,4,2483,簇1单体SOH193,UINT,1.0,0.0,%
1567.0,4,2484,簇1单体SOH194,UINT,1.0,0.0,%
1568.0,4,2485,簇1单体SOH195,UINT,1.0,0.0,%
1569.0,4,2486,簇1单体SOH196,UINT,1.0,0.0,%
1570.0,4,2487,簇1单体SOH197,UINT,1.0,0.0,%
1571.0,4,2488,簇1单体SOH198,UINT,1.0,0.0,%
1572.0,4,2489,簇1单体SOH199,UINT,1.0,0.0,%
1573.0,4,2490,簇1单体SOH200,UINT,1.0,0.0,%
1574.0,4,2491,簇1单体SOH201,UINT,1.0,0.0,%
1575.0,4,2492,簇1单体SOH202,UINT,1.0,0.0,%
1576.0,4,2493,簇1单体SOH203,UINT,1.0,0.0,%
1577.0,4,2494,簇1单体SOH204,UINT,1.0,0.0,%
1578.0,4,2495,簇1单体SOH205,UINT,1.0,0.0,%
1579.0,4,2496,簇1单体SOH206,UINT,1.0,0.0,%
1580.0,4,2497,簇1单体SOH207,UINT,1.0,0.0,%
1581.0,4,2498,簇1单体SOH208,UINT,1.0,0.0,%
1582.0,4,2499,簇1单体SOH209,UINT,1.0,0.0,%
1583.0,4,2500,簇1单体SOH210,UINT,1.0,0.0,%
1584.0,4,2501,簇1单体SOH211,UINT,1.0,0.0,%
1585.0,4,2502,簇1单体SOH212,UINT,1.0,0.0,%
1586.0,4,2503,簇1单体SOH213,UINT,1.0,0.0,%
1587.0,4,2504,簇1单体SOH214,UINT,1.0,0.0,%
1588.0,4,2505,簇1单体SOH215,UINT,1.0,0.0,%
1589.0,4,2506,簇1单体SOH216,UINT,1.0,0.0,%
1590.0,4,2507,簇1单体SOH217,UINT,1.0,0.0,%
1591.0,4,2508,簇1单体SOH218,UINT,1.0,0.0,%
1592.0,4,2509,簇1单体SOH219,UINT,1.0,0.0,%
1593.0,4,2510,簇1单体SOH220,UINT,1.0,0.0,%
1594.0,4,2511,簇1单体SOH221,UINT,1.0,0.0,%
1595.0,4,2512,簇1单体SOH222,UINT,1.0,0.0,%
1596.0,4,2513,簇1单体SOH223,UINT,1.0,0.0,%
1597.0,4,2514,簇1单体SOH224,UINT,1.0,0.0,%
1598.0,4,2515,簇1单体SOH225,UINT,1.0,0.0,%
1599.0,4,2516,簇1单体SOH226,UINT,1.0,0.0,%
1600.0,4,2517,簇1单体SOH227,UINT,1.0,0.0,%
1601.0,4,2518,簇1单体SOH228,UINT,1.0,0.0,%
1602.0,4,2519,簇1单体SOH229,UINT,1.0,0.0,%
1603.0,4,2520,簇1单体SOH230,UINT,1.0,0.0,%
1604.0,4,2521,簇1单体SOH231,UINT,1.0,0.0,%
1605.0,4,2522,簇1单体SOH232,UINT,1.0,0.0,%
1606.0,4,2523,簇1单体SOH233,UINT,1.0,0.0,%
1607.0,4,2524,簇1单体SOH234,UINT,1.0,0.0,%
1608.0,4,2525,簇1单体SOH235,UINT,1.0,0.0,%
1609.0,4,2526,簇1单体SOH236,UINT,1.0,0.0,%
1610.0,4,2527,簇1单体SOH237,UINT,1.0,0.0,%
1611.0,4,2528,簇1单体SOH238,UINT,1.0,0.0,%
1612.0,4,2529,簇1单体SOH239,UINT,1.0,0.0,%
1613.0,4,2530,簇1单体SOH240,UINT,1.0,0.0,%
1614.0,4,3100,簇2电池簇状态,UINT,1.0,0.0,
1615.0,4,3101,簇2允许充电最大功率,UINT,10.0,0.0,kW
1616.0,4,3102,簇2允许放电最大功率,UINT,10.0,0.0,kW
1617.0,4,3103,簇2允许充电最大电压,UINT,10.0,0.0,V
1618.0,4,3104,簇2允许放电最大电压,UINT,10.0,0.0,V
1619.0,4,3105,簇2允许充电最大电流,UINT,10.0,0.0,A
1620.0,4,3106,簇2允许放电最大电流,UINT,10.0,0.0,A
1621.0,4,3107,簇2DI1,UINT,1.0,0.0,
1622.0,4,3108,簇2DI2,UINT,1.0,0.0,
1623.0,4,3109,簇2DI3,UINT,1.0,0.0,
1624.0,4,3110,簇2DI4,UINT,1.0,0.0,
1625.0,4,3111,簇2DI5,UINT,1.0,0.0,
1626.0,4,3112,簇2DI6,UINT,1.0,0.0,
1627.0,4,3113,簇2DI7,UINT,1.0,0.0,
1628.0,4,3114,簇2DI8,UINT,1.0,0.0,
1629.0,4,3115,簇2组电压,UINT,10.0,0.0,V
1630.0,4,3116,簇2组电流,UINT,10.0,-1600.0,A
1631.0,4,3117,簇2模块温度,UINT,1.0,-40.0,℃
1632.0,4,3118,簇2组SOC,UINT,1.0,0.0,
1633.0,4,3119,簇2组SOH,UINT,1.0,0.0,
1634.0,4,3120,簇2组绝缘电阻,UINT,1.0,0.0,kΩ
1635.0,4,3121,簇2平均单体电压,UINT,1000.0,0.0,V
1636.0,4,3122,簇2平均单体温度,UINT,1.0,-40.0,℃
1637.0,4,3123,簇2最高单体电压,UINT,1000.0,0.0,V
1638.0,4,3124,簇2最高单体电压对应点号,UINT,1.0,0.0,
1639.0,4,3125,簇2最低单体电压,UINT,1000.0,0.0,V
1640.0,4,3126,簇2最低单体电压对应点号,UINT,1.0,0.0,
1641.0,4,3127,簇2最高单体温度,UINT,1.0,-40.0,℃
1642.0,4,3128,簇2最高单体温度对应点号,UINT,1.0,0.0,
1643.0,4,3129,簇2最低单体温度,UINT,1.0,-40.0,℃
1644.0,4,3130,簇2最低单体温度对应点号,UINT,1.0,0.0,
1645.0,4,3131,簇2最高单体SOC,UINT,1.0,0.0,%
1646.0,4,3132,簇2最高单体SOC对应点号,UINT,1.0,0.0,
1647.0,4,3133,簇2最低单体SOC,UINT,1.0,0.0,%
1648.0,4,3134,簇2最低单体SOC对应点号,UINT,1.0,0.0,
1649.0,4,3135,簇2最高单体SOH,UINT,1.0,0.0,%
1650.0,4,3136,簇2最高单体SOH对应点号,UINT,1.0,0.0,
1651.0,4,3137,簇2最低单体SOH,UINT,1.0,0.0,%
1652.0,4,3138,簇2最低单体SOH对应点号,UINT,1.0,0.0,
1653.0,4,3139,簇2累计充电电量,UINT32,10.0,0.0,kWh
1654.0,4,3141,簇2累计放电电量,UINT32,10.0,0.0,kWh
1655.0,4,3143,簇2单次累计充电电量,UINT32,10.0,0.0,kWh
1656.0,4,3145,簇2单次累计放电电量,UINT32,10.0,0.0,kWh
1657.0,4,3147,簇2可充电量,UINT32,10.0,0.0,kWh
1658.0,4,3149,簇2可放电量,UINT32,10.0,0.0,kWh
1659.0,4,3151,簇2箱1SOC,UINT,1.0,0.0,%
1660.0,4,3152,簇2箱2SOC,UINT,1.0,0.0,%
1661.0,4,3153,簇2箱3SOC,UINT,1.0,0.0,%
1662.0,4,3154,簇2箱4SOC,UINT,1.0,0.0,%
1663.0,4,3155,簇2箱5SOC,UINT,1.0,0.0,%
1664.0,4,3156,簇2箱6SOC,UINT,1.0,0.0,%
1665.0,4,3157,簇2箱7SOC,UINT,1.0,0.0,%
1666.0,4,3158,簇2箱8SOC,UINT,1.0,0.0,%
1667.0,4,3159,簇2箱9SOC,UINT,1.0,0.0,%
1668.0,4,3160,簇2箱10SOC,UINT,1.0,0.0,%
1669.0,4,3161,簇2箱11SOC,UINT,1.0,0.0,%
1670.0,4,3162,簇2箱12SOC,UINT,1.0,0.0,%
1671.0,4,3163,簇2箱13SOC,UINT,1.0,0.0,%
1672.0,4,3164,簇2箱14SOC,UINT,1.0,0.0,%
1673.0,4,3165,簇2箱15SOC,UINT,1.0,0.0,%
1674.0,4,3166,簇2箱16SOC,UINT,1.0,0.0,%
1675.0,4,3191,簇2单体电压001,UINT,1000.0,0.0,V
1676.0,4,3192,簇2单体电压002,UINT,1000.0,0.0,V
1677.0,4,3193,簇2单体电压003,UINT,1000.0,0.0,V
1678.0,4,3194,簇2单体电压004,UINT,1000.0,0.0,V
1679.0,4,3195,簇2单体电压005,UINT,1000.0,0.0,V
1680.0,4,3196,簇2单体电压006,UINT,1000.0,0.0,V
1681.0,4,3197,簇2单体电压007,UINT,1000.0,0.0,V
1682.0,4,3198,簇2单体电压008,UINT,1000.0,0.0,V
1683.0,4,3199,簇2单体电压009,UINT,1000.0,0.0,V
1684.0,4,3200,簇2单体电压010,UINT,1000.0,0.0,V
1685.0,4,3201,簇2单体电压011,UINT,1000.0,0.0,V
1686.0,4,3202,簇2单体电压012,UINT,1000.0,0.0,V
1687.0,4,3203,簇2单体电压013,UINT,1000.0,0.0,V
1688.0,4,3204,簇2单体电压014,UINT,1000.0,0.0,V
1689.0,4,3205,簇2单体电压015,UINT,1000.0,0.0,V
1690.0,4,3206,簇2单体电压016,UINT,1000.0,0.0,V
1691.0,4,3207,簇2单体电压017,UINT,1000.0,0.0,V
1692.0,4,3208,簇2单体电压018,UINT,1000.0,0.0,V
1693.0,4,3209,簇2单体电压019,UINT,1000.0,0.0,V
1694.0,4,3210,簇2单体电压020,UINT,1000.0,0.0,V
1695.0,4,3211,簇2单体电压021,UINT,1000.0,0.0,V
1696.0,4,3212,簇2单体电压022,UINT,1000.0,0.0,V
1697.0,4,3213,簇2单体电压023,UINT,1000.0,0.0,V
1698.0,4,3214,簇2单体电压024,UINT,1000.0,0.0,V
1699.0,4,3215,簇2单体电压025,UINT,1000.0,0.0,V
1700.0,4,3216,簇2单体电压026,UINT,1000.0,0.0,V
1701.0,4,3217,簇2单体电压027,UINT,1000.0,0.0,V
1702.0,4,3218,簇2单体电压028,UINT,1000.0,0.0,V
1703.0,4,3219,簇2单体电压029,UINT,1000.0,0.0,V
1704.0,4,3220,簇2单体电压030,UINT,1000.0,0.0,V
1705.0,4,3221,簇2单体电压031,UINT,1000.0,0.0,V
1706.0,4,3222,簇2单体电压032,UINT,1000.0,0.0,V
1707.0,4,3223,簇2单体电压033,UINT,1000.0,0.0,V
1708.0,4,3224,簇2单体电压034,UINT,1000.0,0.0,V
1709.0,4,3225,簇2单体电压035,UINT,1000.0,0.0,V
1710.0,4,3226,簇2单体电压036,UINT,1000.0,0.0,V
1711.0,4,3227,簇2单体电压037,UINT,1000.0,0.0,V
1712.0,4,3228,簇2单体电压038,UINT,1000.0,0.0,V
1713.0,4,3229,簇2单体电压039,UINT,1000.0,0.0,V
1714.0,4,3230,簇2单体电压040,UINT,1000.0,0.0,V
1715.0,4,3231,簇2单体电压041,UINT,1000.0,0.0,V
1716.0,4,3232,簇2单体电压042,UINT,1000.0,0.0,V
1717.0,4,3233,簇2单体电压043,UINT,1000.0,0.0,V
